Portfolio / Property Name,Street Address,City,State,Country,Zip Code,Sector,Subsector,Sector Attribute,Part of Mixed Use Development,Market,Submarket,Size,Size Type,Sale Date,Stake Sold,Local Currency Sale Price (M),Local Currency Symbol,Sale Price Per (in Local Currency),Selected Currency Sale Price ($) (M),Submarket Grade,Property Cap Rate,Property Cap Rate Type,Part of a Portfolio?,Buyer Objective,To be demolished,Buyer Broker,Seller Broker,Land Area (acres),Stories,Parking,Buildings,Year Built,Year Renovated,Occupancy,Green Street Market Cap Rate,Submarket Cap Rate,Zip Code Cap Rate,Lender,1st Mortgage,Verified?,Buyer_1,Buyer_2,Buyer_3,Buyer_4,Seller_1,Seller_2,Seller_3,Seller_4,id_lt_x,propertykey_id,statuspriceadjustedusd_amt_cpiNOTadj,price_cpiNOTadj,propertykey_id_typeadj,propertytype_adj,propertyname_raw,status_dt,intconveyed_nb,intconveyed,address,buyername1,buyername2,buyername3,buyername4,sellername1,sellername2,sellername3,sellername4,zip_cd,psf/ppu,sqft_nb_OG,units_OG,id_lt_y,score
Park Terrace,"6425 Reseda Boulevard, Los Angeles, CA 91335",Los Angeles,CA,United States,91335,Apartment,,Garden / Low-Rise,No,Los Angeles,Northridge,100,Units,5/14/19,1,23.95,$,"239,500.00",,B+,0.04114427,Green Street Market Estimate,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,2.0108,2,0,1,,,,0.05754025,0.05865247,0.05900073,,,Yes,,,,,,,,,1850,191562,23950000,23950000,56550,Apartment,Park Terrace,5/14/19,1,,6425 Reseda Blvd,GOLDRICH AND KEST INDUSTRIES,,,,LION REAL ESTATE GROUP,,,,91335,239500,74930,100,4794,0.9999988
Sienna Lofts,"22744 Southeast Stark Street, Gresham, OR 97030",Gresham,OR,United States,97030,Apartment,,Garden / Low-Rise,No,Portland,Gresham,75,Units,5/14/19,1,14,$,"186,666.67",,B-,0.05409454,Green Street Market Estimate,No,,No,,CBRE Group,,2,0,,,,,0.05722485,0.06298935,0.06456022,,,Yes,,,,,,,,,1853,93266,14000000,14000000,27346,Apartment,Sienna Lofts,5/14/19,1,,22744 SE Stark St,STREET PROPERTIES,,,,PATHFINDER PARTNERS,,,,97030,186666.6667,63225,75,2287,1
Waterford on the Meadow,"1414 Shiloh Road, Plano, TX 75074",Plano,TX,United States,75074,Apartment,,Garden / Low-Rise,No,Dallas / Fort Worth,Plano,350,Units,5/14/19,1,42,$,"120,000.00",,A-,0.05392828,Trailing 12 months,No,,No,,CBRE Group,21.882,2,0,1,1984,,0.91,0.05603406,0.05295831,0.05760218,,,Yes,CONTI Organization,,,,Steadfast Capital Management,,,,1854,46002,42000000,42000000,13070,Apartment,Waterford on the Meadow,5/1/19,1,,1414 Shiloh Rd,CONTI ORGANIZATION,,,,STEADFAST APARTMENT REIT,,,,75074,120000,310860,350,1071,1.0000001
Loma Vista,"1200 West Cheyenne Avenue, North Las Vegas, NV 89030",North Las Vegas,NV,United States,89030,Apartment,,Garden / Low-Rise,No,Las Vegas,Northeast,402,Units,5/14/19,1,50,$,"124,378.11",,B-,0.04846873,Trailing 12 months,Yes,,No,,CBRE Group,22.18,2,0,3,1990,2017,0.94,0.05474907,0.05889335,0.05944394,,,Yes,Fairfield Residential,,,,Continental Realty Corp., Roxborough Group,,,1859,29107,50000000,50000000,8093,Apartment,Loma Vista Apartments,5/10/19,1,,1200 W Cheyenne Ave,FAIRFIELD RESIDENTIAL,BROOKFIELD AM,,,CONTINENTAL REALTY ADVISORS (CRA),ROXBOROUGH GROUP,,,89030,124378.1095,398382,402,659,0.86174923
Waterford Place,"1 Waterford Way, Manchester, NH 03102",Manchester,NH,United States,3102,Apartment,,Garden / Low-Rise,No,"Manchester-Nashua, NH",,384,Units,5/13/19,1,67,$,"174,479.17",,,0.05935789,Annualized,No,,No,,CBRE Group,66.51,3,0,,2004,,0.95,,,,,,Yes,,,,,SMC Management,,,,1865,5279,66756666.67,66756666.67,800,Apartment,Waterford Place,5/13/19,1,,One Waterford Way,FOREST PROPERTIES,,,,SMC MANAGEMENT,,,,3102,173845.4861,383296,384,41,1.0000004
Jefferson Hills,"1610 Worcester Road, Framingham, MA 01702",Framingham,MA,United States,1702,Apartment,,Mid-Rise,No,Boston,West,1020,Units,5/13/19,1,227.05,$,"222,598.43",,A-,0.05220475,Trailing 12 months,No,,No,,CBRE Group,23,6,0,1,1974,2018,0.94,0.05537554,0.05535085,0.06009813,,,Yes,DSF Group,,,,LivCor,,,,1867,58886,227050436,227050436,16900,Apartment,Jefferson Hills,5/13/19,1,,1610 Worcester Rd,DSF GROUP,,,,BLACKSTONE,,,,1702,222598.4667,651360,1020,1414,1.0000004
2157 Yosemite Parkway,"2157 Yosemite Parkway, Merced, CA 95340",Merced,CA,United States,95340,Apartment,,Garden / Low-Rise,No,"Merced, CA",,61,Units,5/10/19,1,5.18,$,"84,836.07",,,,,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2,0,,,,,,,,,,Yes,,,,,,,,,1871,969468,5175000,5175000,111058,Apartment,2157 Yosemite Parkway,5/10/19,1,,2157 Yosemite Pkwy,YALAMANCHILI,,,,KENNETH SANDERS KAREN SANDERS,,,,95340,84836.0656,52704,61,10525,0.99999976
291 Broderick Street,"291 Broderick Street, San Francisco, CA 94117",San Francisco,CA,United States,94117,Apartment,,Garden / Low-Rise,No,San Francisco,Haight Ashbury,17,Units,5/10/19,1,8.05,$,"473,529.41",,A-,0.0386253,Green Street Market Estimate,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2,0,,,,,0.05230056,0.05242426,0.05242426,,,Yes,,,,,,,,,1872,1400961,8050000,8050000,143068,Apartment,291 Broderick Street,5/10/19,1,,291 Broderick St,BALLAST INVESTMENT,,,,R AND A WITBECK,,,,94117,473529.4118,12210,17,15270,1.0000002
Ritz Plaza,"235 West 48th Street, New York, NY 10036",New York,NY,United States,10036,Apartment,,,No,New York,Midtown West,479,Units,5/10/19,0.68,253.13,$,"777,124.52",,A,0.03320689,Green Street Market Estimate,No,,No,,,,,0,,,,,0.05266024,0.04904983,0.04774965,,,Yes,Carlyle Group,,,,Ivanhoe Cambridge, SL Green Realty Corp.,,,1875,415840,250053385.4,373214008,75259,Apartment,Ritz Plaza,5/1/19,0.67,,235 W 48th St,CARLYLE GROUP,,,,CDPQ,,,,10036,779152.4175,496922,479,6350,0.9999997
Hawk Ridge,"400 Hawk Ridge Drive, Winston-Salem, NC 27103",Winston-Salem,NC,United States,27103,Apartment,,Garden / Low-Rise,No,Greensboro / Winston-Salem,,168,Units,5/9/19,1,15.35,$,"91,369.05",,,0.05746855,Trailing 12 months,No,,No,,Cushman & Wakefield,,2,0,,1998,2012,0.96,,,,,,Yes,DAS-Alliance Group,,,,Peak Capital Partners,,,,1878,533580,15350000,15350000,84471,Apartment,Hawk Ridge,5/9/19,1,,400 Hawk Ridge Dr,DAS ALLIANCE GROUP,,,,PEAK CAPITAL PARTNERS,,,,27103,91369.0476,125824,168,7379,1.0000001
Park Commons,"600 Park Commons Court, Valley Park, MO 63088",Valley Park,MO,United States,63088,Apartment,,Garden / Low-Rise,No,St. Louis,Manchester / West County,174,Units,5/9/19,1,22.2,$,"127,586.21",,B+,0.06028087,Green Street Market Estimate,No,,No,,CBRE Group,15.32,3,0,3,,,,0.06331398,0.05905125,0.06658007,,,Yes,Monarch Investment & Management Group,,,,,,,,1880,184125,22200000,22200000,54373,Apartment,Park Commons,5/1/19,1,,600 Park Commons Ct,MONARCH,,,,THIEMANN REAL ESTATE,,,,63088,127586.2069,174654,174,4589,0.99999994
River City Landing,"2681 University Boulevard North, Jacksonville, FL 32211",Jacksonville,FL,United States,32211,Apartment,,Garden / Low-Rise,No,Jacksonville,Arlington,320,Units,5/9/19,1,25.6,$,"80,000.00",,B+,0.05792198,Green Street Market Estimate,No,,No,,Walker & Dunlop,,3,0,,,,,0.059236,0.0606178,0.06367671,,,Yes,Toro Real Estate Partners,,,,Beachwold Residential,,,,1882,498591,25600000,25600000,81418,Apartment,River City Landing,5/9/19,1,,2681 University Blvd N,TORO REAL ESTATE PARTNERS,,,,BEACHWOLD RES,,,,32211,80000,360400,320,7003,1
Oaks on Marketplace,"20400 Marketplace Avenue, Kyle, TX 78640",Kyle,TX,United States,78640,Apartment,,Garden / Low-Rise,No,Other,,254,Units,5/9/19,1,36.2,$,"142,519.69",,,0.0528,As Reported,No,,No,,Newmark Group,14.3899908,3,0,,2016,,,,,,,,Yes,,,,,,,,,1883,1262536,31238553.2,31238553.2,127766,Apartment,Oaks on Marketplace,5/7/19,1,,20400 Marketplace Ave,SPI ADVISORY,,,,TEEPLE PARTNERS,,,,78640,122986.4299,421200,254,12195,0.99999946
